Date,00:00:00,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00
01/03/2020,76.56,79.11,74.67,73.33,73.5,73.25,77.89,75,78.33,78.33,80.89,79.33,80.33,83.67,83.67,83,86.44,85.5,82.6,86.67,89.2,91,90,86.67,87.44,86.44,81,83.14,80.67,72.8,72.5,74,79.11,81.67,87,81.14,82.67,85,87.5,92,87,87,85.56,83.78,91.33,87,80.33,73.44,65,65.89,60.56,61.67,61.78,54.67,50,39.78,32.89,27.89,23.5,19.71,17.33,16.2,16,12.67,14,9.56,14.89,19.22,24.56,30.89,40.67,52.33,57,67.67,73.67,82.78,87.78,92.78,96.22,90.89,92,100.44,97.22,97.33,106.75,106,110.2,113,118.33,120,134.4,129,128.33,124.67,121.11,122.44
02/03/2020,114.22,113.78,106.67,111.44,107.22,101.67,98.22,94.56,92.22,88.78,79.89,71.56,64.22,57.11,50.56,40.11,31.22,26.44,25.56,20.56,16.79,14.33,14,11,13.57,14.44,15,15.78,14.22,13.56,12.78,13.78,16.11,20.22,23.56,22.22,17.56,16.22,19.78,19.67,20,20.44,29.5,29,33.33,37.67,38.75,40.57,41.33,44.25,46.43,45.67,50,47.22,50.5,49,49,50.33,47.78,45,37,35,25.22,24,20.44,21,21.11,18.33,16.33,17,17.78,16,14.8,13,12.67,15,9,12.56,13,15.22,18.22,19.67,22.89,26.67,27.89,27.56,28,39.33,44.44,46.44,44.33,49.44,55.33,57.33,57,54.11
03/03/2020,58.44,61.22,57.22,60,61.22,65.78,65.44,70.56,70.22,70.89,77.56,79.71,79.67,83.5,86.57,86.11,96.57,96.33,94.2,99,99.33,97,99.89,95.56,95.11,96.22,91.11,92,89.22,88.33,88.11,80.67,82,80,72.56,68.22,64.44,60.11,53.22,54.89,52.67,49.89,57,48,57.67,45.33,40.22,44.22,42.22,39.44,39.78,34.89,33.67,30.11,24.89,27.56,25.78,23,20.44,20,22.11,19.33,15,13.77,8.43,9.67,8.8,6.5,6,4.89,7.33,8,7.22,9,9.5,10,10.78,9.29,9.33,9.4,9,9.67,10,12.56,11.78,12.78,13.56,13,14.56,17.33,16,16,16.25,18.78,19,19.25
04/03/2020,20.29,22.78,23.56,22.5,24,24,24.67,22.75,23.67,24.5,23.11,24.11,25.25,22,23.78,23,22.44,23.22,21.67,25,25,21.33,22.8,24,24.56,23,26.33,29.44,29.44,32.67,31.11,32.67,32.89,33.11,30.22,32,34.43,36,36.8,35.22,38,38,38,34.67,36,32.67,36.33,32.22,34.33,29.44,25.11,24.11,27.56,21.89,28.11,19.89,15,16.89,12,11.78,9.78,8.78,9.33,8.89,7.89,8.5,7.57,7.67,8,5.75,5.78,5,5.78,5.78,6.78,6,5.33,6,5.57,6.33,7.4,8.5,10,10,11,14.33,15.33,17.33,17.56,19.56,21.33,21.56,22.5,25.11,25.89,26.89
05/03/2020,28.67,28.11,27.33,28.89,28.33,27.78,29.5,30.56,30.67,31,31.22,29.67,30.75,31.57,31.67,31.67,30.11,32.44,34.6,35,36,43.44,40,36.56,36.25,34.56,33.5,31,31,24.11,23.89,22.33,21.56,19,16.44,15.75,13.71,15,16.4,17.5,18.67,23,18,16.67,17.67,21.22,20.67,22.67,27,31.56,35.11,37.33,44,49.33,49.44,54,59.33,63.67,65.67,73.33,75.56,79.11,82.67,81.33,84.89,81.78,82.56,78.67,78.67,73.22,76.5,75.44,74.89,70.78,69.5,68.86,65.89,68.78,74,71.25,66.43,68,72.8,72.5,75.67,77.78,79.56,79,77.67,76.56,71.89,76.44,80.71,87.44,93.33,96.67
06/03/2020,97.11,95,92.89,92.33,91.78,93.56,94.78,95.22,100.33,101.33,112.67,117.78,114.89,113.78,112.67,114.5,120.25,118.43,120,122,123.43,124.89,121.75,123.86,124.67,125.44,129,127.86,122,133.43,124.44,124.44,126,123.22,124,123,121.22,115.33,115.11,117.22,115.22,111.67,112,114.11,113.67,107.22,109.33,102.67,105.56,99.11,100.22,102.33,97.22,96.22,81.78,91.44,95.89,91.56,89.78,92.44,88.11,88,82.56,81.56,82.67,76.22,74.44,74.25,77.29,74.22,79.2,73.44,73.44,68.78,67.78,66,67.33,62.44,59.11,55.78,57.67,57.89,59.44,61.78,54.11,57.22,60.33,59.33,61.67,60.89,59.78,62.89,62.89,63.67,67.25,72.44
07/03/2020,74,74,74.25,71.67,69.75,72.57,72.33,69.2,66,61.33,65.78,63.75,61,62,60,60.14,55.33,55.6,53.5,50,50.25,53.56,50,49.56,43.57,48.44,46.67,45.44,46.78,47.89,43.56,40.29,37.44,34.89,34.67,31.33,31.11,28.56,29.89,29.67,30.29,29.29,21.33,26.11,26.11,24.33,25.11,22.78,25.11,25.33,23,24,24,24.22,26,20.56,23.67,22.11,25,24.22,25,20.89,17.56,17.5,17.43,16.67,16,13.33,15,11.56,14.6,12.67,15.22,17,16.29,18.78,18.78,22.11,24.44,24.44,24.67,22.33,21,22.78,25.11,29.22,31.56,31,29.44,29.44,32.67,32.67,28.56,29.33,28.33,25.22
08/03/2020,26.78,26,26,28.33,29.89,30.67,32.22,33.22,34.78,34.78,38.67,38.11,36.56,37.33,38.89,39.89,41.75,39.71,38.33,36.2,39.11,38.14,35.78,34,32,31.33,31,31.56,30.56,27.67,27.78,28.33,25,22.67,21.2,17.89,17.67,16.11,16.89,17.67,18.44,18.44,19.78,17.44,18.25,16.86,17.67,16.67,17.5,16.86,18.33,18.44,20.67,18.44,23.11,21.56,23.11,21.56,21.33,20.56,20.56,22.33,22.33,23.11,24.89,25.89,24.78,26.78,26.22,25.11,24.44,26.67,26.25,28.11,29.89,30,31.14,31.67,31.67,32.75,33.57,33.67,34.2,36.78,36.78,36.75,40.11,38.56,42.67,41.11,43.11,43.33,50.33,47.22,49,49.78
09/03/2020,47.44,48.22,48.22,42.75,38.89,42,45,45.57,41.22,41.22,40.25,40.29,39.44,37.75,39.5,39,38.22,37.44,32.78,32.78,34.56,32.75,29.71,27.67,30.8,31,37.44,45.22,43.11,36.67,38,36.5,40.11,37,33.67,39,42,38.89,40.25,42.78,39.67,37.25,34.6,33.71,35.33,35.33,37.44,33.56,34.25,30.22,32.56,33.25,31.5,28.67,20.11,28.5,24,23.33,23.6,21.25,20.29,25.67,22.33,21.56,20.56,22.89,29.33,25.44,20,24.89,26.33,28.33,25.67,25.11,27.11,29.89,33.25,36,37,38,37.57,41.56,41.56,44.11,48.78,49.56,55.22,53.67,53.11,53.11,49.33,49.33,50.89,50.89,53.44,53.67
10/03/2020,56.78,59.89,63.22,57.78,58.78,59.56,59,60.56,62.33,65.44,65.67,65.11,63.56,61.67,63.44,59.78,60,65.89,71.78,75.11,77.56,87.56,89.56,93.67,98,100.22,103,105,107,109,104.67,108.5,107.57,112.56,114.5,113.11,110.5,112.33,106.5,105.29,101,100.33,111.44,103.5,102.57,104.56,103.33,98.5,97.78,97,97.2,97.33,97.33,94.22,94.78,92.44,92.44,93.22,92.5,90.43,93.33,95.56,94.78,96.33,97.11,97.33,98.33,97.56,100.67,101.89,112.22,113.44,112.75,116.22,117.78,118.78,122.11,121.25,123.71,122.33,122.33,120,123.11,124.89,124.75,122.89,126,124.75,125.22,121.33,130.14,122.5,121,124.57,128.56,127.5
11/03/2020,126.78,123.44,127,124.78,126.5,126.89,125.89,125.89,123.25,122.57,124.89,121.56,121.25,120,119.75,119.86,117,117.6,116.5,112,110,116.56,115.33,115,113.57,114.44,115,111.67,111.25,116.22,113.25,111.29,113,114.25,117.86,117.44,116.25,114.71,116.33,111.56,113.67,111.11,107.8,105.67,106.22,108.33,109.8,107,106,104,107.44,106.22,106.11,107.78,109.67,105.33,103.33,103.67,96.44,96.78,95,93,89.44,89,90.89,88.11,87.67,82.56,83.11,83.67,80.5,83.33,84.89,85.89,85,79.67,82.67,80.44,80.44,84,85.11,85.67,87.22,86.44,86.78,83.44,79.56,77.22,76.5,75.86,78.33,78.4,82.89,85.22,85.22,87
12/03/2020,88.56,84.11,89,85.89,88.44,88.44,91,89.67,90.67,94.78,94,94.44,97,96.22,98.78,98.78,96.44,94.67,101.11,94.11,95.11,97,96.25,98.56,100.11,97.78,98.56,97.75,95.44,92.25,91.56,99.56,99,100.56,103,105.71,111.89,109.56,113.67,120.89,118.56,121.44,122.86,120.67,120,117.5,115.67,114,112.22,111.22,109.44,111.56,103.67,99.11,101.56,99.33,94.78,88.14,85.67,84,76.33,75.11,69.44,68.44,75.22,72.67,63.67,65.78,60.11,56.78,56.5,55.14,55,59,58.44,59.44,64.89,69.5,69.78,73.89,85,82.67,78,85,86.89,84.78,80.11,77.22,76.67,74.56,77,74.89,76.44,78.5,76.44,82.11
13/03/2020,76.5,75.14,74.11,74,71.56,72.5,75.2,80.33,85,83.44,83.67,79,71.44,69.5,65.44,75.67,73.22,74.78,75,69.56,72.33,75,74.44,80.11,81.11,80.33,84.22,91,87.89,79,86.22,91.11,90,93.56,91.22,90.67,95.33,101.25,101,100.5,100.22,101.25,93.71,94.33,99.6,96,95,91,95.78,98.44,98.78,98.33,90.89,88.11,91.78,81.22,81.56,80.33,71.11,73,71.56,66.78,60.33,63.78,59.78,52.14,50.67,42.67,38.6,34.22,38.78,33.11,31,29.44,26.11,26.67,25.67,28.78,24.67,21.11,24,26.89,26.67,23.89,22.67,23.22,24,21.44,19.67,16.11,14.22,15.56,12.78,11.78,9,8
14/03/2020,6.25,6,5,4,3.6,3.75,3.33,3.33,4.14,2.5,2.5,3.33,3.33,3.33,0,0,0.78,0.78,0.78,0.78,0.78,1,1,1,1,1,1,1,1,1,1,1.78,1,1,1,1,1,1,0.22,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0.78,0,0.75,0.71,1,1.78,1.78,2.56,2.56,2.56,5.67,6.44,4.89,5.67,5.67,4.89,6.67,7.67,6.89,5.56,5,5.67,5.4,5.67,6.57,6.67,7.8,9,9.33,10,8.67,9.67,12,12.6,14,16.67,18,13.56,19.22,20.22,16,23.25,24.33,23.67,23.22,24.22
15/03/2020,22.67,22.11,20.56,23.11,23.25,24.14,23.89,24,24.14,25,25.2,25.75,25.14,24.67,26.6,27.67,27.89,27.11,27.33,29.89,31.67,29.22,32.67,32.2,31.5,30.67,37.67,36.67,36.44,36,32.44,29.67,28.67,22.67,26,25.86,23,22.22,23,22.22,19.89,17.33,20,17.44,16.44,16.44,15.22,16.5,14.78,15.33,15,13.33,12.33,10,11.78,11,11.56,10,10,8.57,9.33,8.8,9.5,9.33,10,8.67,9.67,9.11,9.5,11.33,12.25,15.67,17,22.11,23.89,27,28.14,31,30.14,32.33,31.8,30.5,26.33,29.22,25.75,21.56,19.75,21.11,19.33,14.67,16,15,15.78,17.33,16.56,15
16/03/2020,15.22,13.67,13.25,12.33,12.56,13.33,12.56,11.78,13.33,15.89,16.75,15.43,12.78,12.78,12.78,12.78,11.78,12.78,13.56,13.56,15.11,8.75,11,9.44,10.67,10,9.78,9.78,9.75,8,8.78,6.33,6.4,6.22,4.67,3.89,6.44,5.67,4.11,4.89,5.67,5.67,9.33,6.44,8.5,9.56,9.5,8.43,8.56,7.56,6.78,7.5,8.14,6.56,6,6.33,6,5,6.2,8.67,7.11,7.89,7.5,6.75,6,6,5.89,5.89,5.89,5.89,4,5.71,6.56,4.22,3.44,4.44,4.5,2.89,3,3.14,2.89,2.89,3,4.14,2.89,3.25,4.14,3.11,3.25,5.14,6,5.33,6.4,7.5,6.8,8
17/03/2020,9.71,10.33,12.33,12.33,13.33,13.33,14.11,15.67,14.11,13.33,11.75,14.33,15.11,14.33,14.25,15.86,16.89,16,15.86,16.89,16.11,14,14.71,13.67,14.2,13,13.56,14.25,11.71,10.78,10.78,10.78,10.78,11.56,10.56,9.78,9.78,9.22,8.44,7.89,8.67,7.11,5.67,5.89,7.44,6.89,6.89,6.89,5.89,5.11,5.67,6.44,7.22,6.44,8,6.25,6.22,5.22,4.44,5.22,5,5,5.75,4.71,4.78,4.5,3.75,3,3,2,1.33,1.33,2.6,2.78,2.78,2.78,1.5,1,1.67,1,1,0.25,0.29,0,0,0,0,0,1,1,0,0.78,0,0,0,0
18/03/2020,0,1.78,1.78,1,1,1,1,1,1,1,1,1,1,1,1.78,1.78,1.78,2.56,1.78,1.78,2.56,2.78,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0.22,0.22,0.22,1,0.22,0.22,1.71,1,0.25,0.29,1,1,0,0,0.78,1,1.78,1,1,1,1,1,1,1,1,1.78,1,2.56,1.78,1,2,2,0.67,1.4,1,2,2,1.22,1.25,1.29,3,3,3.78,3.78,4.56,6.33,7.11,5.56,5.56,5.56,7.33,7.33,6.56,6.56,6,8.14,7.33,9,8.14,8.33
19/03/2020,8.25,7.14,7,7.86,7.11,7.11,7.11,5.25,5.14,2.67,2.67,2.78,2.78,2,1,1,1.75,1.71,1,1,1,1,0,0,0.78,0.78,0.78,0.78,0.78,1,1,1.67,1.6,1.78,1.78,1,0,0,0.78,0,0,1,2.56,1,0.22,0.22,1,0.22,0.22,0.22,0.22,0.22,1,0.22,1,1,1,0.25,1,1,1,0.5,0.67,0.4,1.5,2,2,2.5,3.67,2.5,2.44,5.22,6.22,6.5,8.22,10,11,12,13,13,14,16.33,18.89,21.22,21.44,23,23.78,22.22,20.67,20.5,20.86,18.33,17.6,18.5,19.86,20.11
20/03/2020,17.2,18.33,18.75,17.33,18.67,16.75,16.89,16.5,14.14,14,14.11,15.5,15.44,15.44,15,15.22,14.75,15,14,15.25,16.33,11,10,9,9,6.44,4.67,3.89,3.67,3.33,3,1.5,1.33,1.5,1.78,1.78,1,1,1,0.4,0.22,0.22,0.29,0.33,1,1,1,1.78,2.78,3.56,2.78,3.56,4.56,5.33,5.78,7.56,8.56,8.56,10.33,11.33,11.33,13.33,15.89,18.67,18.11,20.89,25,28.56,32.11,35.89,28.22,34.67,36.2,36.22,35.67,36.67,36.67,40,39,36.67,39,41,41.67,41.25,41.22,41.5,41.56,43.11,41.33,40.56,38.33,40.67,36.78,36.78,38.33,36
21/03/2020,36,35.22,34.75,37,34.11,36.8,35.11,36,34.71,39.5,38.6,39,41.67,41.25,43.78,44,45,47.43,48.33,48.8,50,48,48,45,49.33,49.33,48.56,50.11,50.33,49.78,54.67,57.22,54.56,60.22,62,62.25,63.44,65.22,67.22,66.67,66.11,69.22,64,65,64.33,64.2,62,61.11,62.75,65.29,61.56,67.22,67.5,67.67,79.22,72,74,76.33,79.67,81.22,77.56,83,82.44,89.44,87.33,89.89,90.33,92.11,92.33,91.22,92.5,92.6,96.33,92.67,90.56,89.78,89.22,92.33,88.44,92.56,92.56,89.44,93.11,90,91.11,92.67,92.67,94,93.29,94,90.78,92.33,92.33,91,91,89.44
22/03/2020,90.22,92.78,92.78,95.11,95.11,95.11,92,95.57,94,95.89,95.11,93.33,95.25,91.25,91.29,93.56,94.33,95,94.14,94.11,94.2,98.33,94.5,97.56,99.11,98.89,94.75,94.43,97.5,94,95.56,97,93.22,91.67,89.11,93,93,86.78,87.33,83.44,81.89,75.44,74,77.11,79.67,75.78,75.78,76.56,71.67,73.22,78.67,77.11,77.25,78.14,68,71.67,71.25,74.4,74.44,70.78,80.89,80.25,77.25,78.29,79.78,85.22,82.11,83.67,86.56,91.44,90.44,96.33,92.67,93.67,91.33,94.44,98.56,97.5,97.14,96.22,94.67,95.44,94.67,96.22,92.67,93.44,95,95.78,92.67,95,93,95.86,100,98.25,96.67,98.22
23/03/2020,98,92.43,97.22,87.11,96.22,94.5,94.67,92.75,91.14,91,90.14,89.33,89.14,87.78,89.11,86.78,89.67,89.67,88.67,87.11,88.11,95.67,90.25,91.6,93.33,93.33,91,90.71,94.67,92,90.44,92.6,92.5,93.5,96.67,97,96.71,92,93,96.5,89.33,89,99.67,91.67,92.22,93.56,89.25,85.29,84.56,83.11,79.33,82,84.89,73,72.33,69,70.57,70.67,67.25,67.29,62.33,59.44,60.78,59,53.67,55.6,53.5,53,56,49.22,48.56,49.78,53.75,52.22,55.25,54.44,56.22,57.22,58,62.11,59.78,61.56,61.56,63.11,65.29,65.78,68.89,65.78,70.44,67.75,64,69.56,70.33,70.75,68.86,68
24/03/2020,67,67.14,68.67,69.33,69.89,67,68.89,69.44,62.22,62.78,64.33,64.33,62.25,61.78,64.5,63.29,61.33,60.6,59.5,55.67,60.44,59,59.56,59.89,57.89,60,58.22,62.89,58.22,56.33,55,55.44,57.22,61.25,70.11,72.11,71.78,73,68.67,60.22,62.56,56.33,55.78,56.56,61.5,60.14,63,66.11,66.89,66.11,64.33,72.33,70,69.22,65.78,74.33,71.22,68.89,73.25,68.14,72.67,69.6,69.11,73.78,71.44,69.44,70.78,70.56,71.33,66.89,70.33,69.22,68.11,64.44,67.22,68.22,68.44,70.22,69.44,71,72.56,76.44,78,78,79.11,81.25,84.33,86.67,80.75,78.67,79.67,74.5,68.33,72.22,71.22,72
25/03/2020,70.22,70.22,70,67.44,66.44,72.67,71.5,72.22,74.56,74,75.11,70.75,72.56,65.33,70.5,68.71,66,65.6,63.5,64,62,67.56,65.78,63,62.33,60.33,59.89,58.11,54,49.33,49,49.67,46.67,52,59.44,63.56,58.11,61.67,60.56,61,54.44,58,53.33,66.67,75.89,74,77,81.11,89.11,90.89,96,90.78,86.33,94.33,103.56,92.75,99.5,102.43,105,109.14,104.33,107.8,102,114.11,111.78,108.22,108.78,102.89,103.44,110.22,99,105.44,93,95.56,98.11,101.22,101.22,98.89,102,99.44,97.89,96.11,96.67,96.67,94.44,90.89,94.56,91.78,92,94.43,89.56,94.5,88.86,85.67,87.6,82.22
26/03/2020,86.5,89.14,82.33,80,79.75,81.57,85,83.75,81.44,79.67,80.25,78.67,76,76.89,75.75,76.29,76.67,75.8,76,73.33,71,81.44,78.89,80,76.22,74.22,75.11,72.33,70.33,69.33,66.78,68.67,64.33,62.33,57.78,58.11,54.33,51,53.67,48,47.5,44.67,48.56,49.89,47.33,43.2,45,47.11,42,44.33,45,47.56,48.56,44.89,46.25,45.11,50.6,51,50.22,55.57,52,50.67,55.11,54.33,54.33,56.44,56,54.22,49.56,49,64.75,57.89,57.78,58,61.22,65.78,69.11,70.89,71.67,70.89,67.78,68.33,67.56,66.78,65.33,66.89,68.22,61.78,61,62.33,60,59.67,59.43,59.33,63.22,62.25
27/03/2020,59.89,56.5,58.11,58.11,54,56.14,55,53,52,53.2,56.5,55.29,57.67,57.78,55.25,58.29,59,59.4,56,52.33,46,66.44,58.44,55.67,51.11,47.33,50,48.78,45,35,27,28.11,26.89,24.33,24.89,22.56,20,21.56,19.78,20.56,17.22,17,19.78,17.67,17.57,14.11,17,17,18.56,17,18,18.78,18.78,16.44,18.33,18.8,18,17.33,17.22,17,16.25,16,16.78,17.56,16.56,14.67,14.78,14.33,15,13.89,11.89,17.44,18.33,21.56,22.22,24.44,25.75,28.22,30.22,32,33.78,38.67,39.44,45.57,46.67,44.6,42.5,41.33,40,42.89,39.78,42.67,40.89,39.11,38.11,38.44
28/03/2020,37.44,38,36.22,34.22,32.44,31.44,29.67,28.67,26.11,22,21,20.5,19.56,17.78,17.56,18.25,17.86,17.67,15.8,15,15,17.5,15.67,15,14,12,11,12.25,11.33,6.8,6.4,5.5,4.67,5,5,5,4,4.22,5,5,4.22,5.22,5.5,5.22,6,6,6,6,6.56,5.78,6.56,5.78,5.75,5.78,5.78,6.56,5,6,8.33,9.11,9.11,10.11,11.89,11.11,10.56,12.33,15.89,15.56,18.11,18.5,17.44,23.2,25.5,24.67,25.67,29.75,31,31.22,32.44,34.44,37,35.67,37.22,35.67,38,40.11,41.25,41,40.33,39.4,41.89,37,36,36.56,37.89,37.67
29/03/2020,31.75,30,29,28,25.67,26,26,23.44,23.44,25.78,25.22,26,24.44,26.67,26.6,26.5,27.33,26.6,28.5,32,34.75,31.86,30,28,25.71,26.29,25.67,22.25,22.89,20.33,20.33,17,14.8,13.67,11.25,10.71,11.67,11.43,9,11,12,12.67,13,13.22,15,16,14.67,17.22,18.25,20,21.89,23,22.43,21.56,21,21.57,22.67,21,26,26.43,26.67,28,31,32.67,33,36.78,38,40,46.89,52.78,54.78,59.89,65.22,68,64.56,65.78,65.44,68.22,73.56,79.44,78.86,82.5,80,76.33,83,84.5,91.22,91.22,89.67,92,96.44,91.56,92.89,88,86.22,89.11
30/03/2020,85,86.33,83.78,82.78,83.33,80,75.11,73.33,72.33,70.33,71.67,68.89,67.11,67.44,61.78,60.78,60.78,59.67,56.33,53,53.56,49.44,47.44,46.22,45.56,34.78,36.11,38.22,37.44,34.89,33.89,35.22,36,35,34.78,29.11,29.67,26.33,15.75,16.89,15.11,16.67,13.33,14.11,13.89,13.89,13.67,15.5,14.22,17.33,15,16.56,18.11,18.11,18.11,20.44,20.44,21.22,16.56,18.89,16.56,17.33,15.78,15.78,13,12.6,14.78,14,14.67,13.44,13.67,15.67,16.11,14.78,14,15,15.78,14,13.22,14.78,14.56,12,14.33,14.89,13.89,13.89,12.5,11,13.33,12.33,9.78,11.33,10.33,10.33,9.33,8.56
31/03/2020,9.33,8.56,10.33,9.56,9.56,9.56,11.33,12.11,11.33,13.11,14.89,15.67,16.67,17.67,17.11,17.33,17.5,12.67,16.71,17.67,17.6,18,21.33,20.56,21.11,21.33,22.11,21.11,22.67,20.33,20.33,19,20.56,21.33,21.25,18.22,20.33,19.6,18,20.14,16.44,18,16.44,18,17.25,14.67,16.25,18.56,18.33,18.89,18.33,18.33,18.89,19.67,18.11,18.11,17.33,18.89,15.78,12.75,14.29,15,15.4,15.5,12.4,13,15,15,12.89,11.56,12.78,14,16.22,19.5,18.89,20.11,20.56,24.11,25.89,25.11,26.11,27.67,29.22,31.56,31.56,32.33,30,32.25,32.86,32.75,34,33.33,31.6,31.5,29.33,27
01/04/2020,29.89,28.89,29.44,29,24.86,24.89,23.75,22.89,21.75,21.89,19.33,20.67,21.44,19.5,17.86,17.75,16.86,16.5,13.44,13.44,11.67,10.11,9.11,7.33,7.11,7.22,5.5,6,6,5,4.5,2.44,1.67,2.44,2.44,1.67,2.44,2.44,2.67,2,2,2,2,1,1,1,1,1,1,1,0.22,0,0,0.78,0.78,0.78,0.78,0,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0,0.33,1,1,0.22,1,2,2.71,2,2,2,2.33,3,2.78,2,2.78,3.56,2.75,2.71,2.67,2.6,2.78,3.56,3.56,3.56,3.56,3.56,2.78,2,2.78,2
02/04/2020,2.78,2,2,2.67,2,2,2.78,2.78,1,1.5,1.75,1.71,1.67,1.6,1,1.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.78,0.78,0,0,0,0,0,0,1,1.75,1,1,1,1,3.56,3.56,2,3.78,4.78,6.33,5,6.78,6.78,7,8.56,7.67,10.33,10.5,12.14,13.11,15.67,14.11,15.89,14.33,16.33,15.56,17.11,15.78,18.89,18.33,20.33,19.56,19.78,21.33,22.33,22.33,21.78,21,21.22,25.67,28,29.44,28.56,31.89,28.67,30.44,34,36.67,33,37.44,34.11,35.44,35.22,33.22
03/04/2020,27.33,24.78,24.33,21,20.78,18,16.67,15.6,15.33,14.25,13.71,16.33,17.44,20,22.56,22.5,21.22,21.33,21.6,24,23,23,24.33,23.33,24.67,21.56,22.89,20.11,18.33,16.78,15.78,15,13.44,15,13.44,14.22,13.44,13.44,11.44,13,11.44,13,10.44,11.29,12.78,10.67,11.4,10.5,10.67,11.78,10.22,12.56,12.56,14.33,16.67,16.11,15.33,15.56,18.5,18.57,18.33,16.2,15.5,17.33,18.11,17.11,17.75,17.43,16.33,15.6,15.5,14.22,14.44,13.44,11.89,11.67,11.67,10.89,9.11,8.33,6.78,6.56,6.56,8.11,8.11,7.89,6,6,5,5,5,4,2.44,2.25,3,3.6
04/04/2020,3.33,2,2.78,1.5,1,1.78,0,0,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,1,1,1.78,1,1.78,1.78,1.78,1.78,2.78,2.78,2.78,2.78,2,2,1.22,2,1.22,1.22,1.22,1.22,1.22,1,1,1,1,1,1,2,2,1.25,2,1.33,1.4,2,2,1.33,3,3,2.67,3,3.5,3.67,4,4.67,5,5,6.67,7,5.67,7.22,9,8.44,11.22,14.22,15.67,17.89,18.56,20.75,23.71,26.67,31.22,33,36.56,37.33,37.56,40.11,42.67,45,49.11,52.22,52.78,54,53.56,54.75,52,56.67,55.11,54.75,55.67
05/04/2020,57.22,57,53.89,51.56,49.22,48.22,49,51.33,52.89,53.67,56.78,54.44,54.44,53.67,54.75,53.71,56,58,55,53.44,54,54,52.78,51.56,50.11,51,46.56,40.86,40.67,39,36.89,35.33,38.25,35.89,39,32.78,32.78,34.89,38,37.67,34.67,33.67,34.22,29.89,28.89,24.78,23.78,22.56,20,19,21,17.75,17.86,17.67,17.8,20.56,19.56,19.56,22.11,21.33,19.78,18.33,23.67,22.11,24.44,26,26.11,25.33,25.56,28.89,28.43,29,31.22,33.22,33.44,35.22,36.22,40.5,43.71,44,44.2,44,41.67,36,49.78,47.22,48.56,48.33,45.56,43.56,42.33,39.78,37,30.33,30.89,25.78
06/04/2020,23.78,23.56,21.56,19.56,20.11,16.56,13.22,12.25,11.29,10.33,8.67,7.44,7.44,6.44,6.44,6.44,6.44,6.22,7,7.6,8,7.67,7,6.33,6.78,6.5,6.43,5.56,5.56,5.25,5.14,5.33,3.33,2.67,3.56,2.78,1.5,1,3.71,3,3,3,3,3,1.33,1.33,2,1.22,2.78,1.22,1,1.78,1.78,1,1,1,1.6,1,1.78,1,0,0,2.33,2.33,1.56,2.56,1,2.71,2.67,2,2,3,3,2.22,2.22,2.22,3,3,3,3,3.78,4.56,4,3.33,3.43,3.33,2,2.75,2.71,2.67,2.6,2,2.78,2.78,1.5,1
07/04/2020,1.78,1.78,1,1,1.78,1.78,2.56,2.56,1.78,2.56,2.56,2.56,3.33,3.33,3.33,4.11,4.11,6.33,5.6,5,5,5,3.22,3.22,4.78,5,4.22,4.22,5,5,4,4,4,2.57,2.44,2.5,3.57,4.22,5,5.78,5.78,6.75,8.33,7.78,10.11,9.33,11.89,11.89,10.33,13.67,9,11.56,13.11,13.89,12.56,14.11,12.78,13.56,15.33,14,16.33,15.78,18.11,17.56,19.89,18.56,22.33,22.56,23.56,25.33,24.75,25.44,28.22,27.11,28.33,28.56,30.33,32.11,33.89,37.6,37,37,37.6,38.86,40,41.4,40,45.22,46.56,44.78,45,41.43,41.78,42.75,40.86,38.44
